Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"Rm 605, Bldg 14, MICT Park,",Website Solution Services,16.85057,96.129064,"Netscriper Co., Ltd.", :, :Yangon Region ," :Hlaing
",w4urg7x
"8, Bldg 26, Kyauk Sein 4th St., Sawbwargyi Gone Warehouses,",Lifts & Escalators,16.893265,96.122539,Star Lift,"
09-977755566, 09-977755544
", :Yangon Region ," :Insein
",w5h2576
"1/5-E, Saya San Rd.,",Restaurants,16.819845,96.159127,Golden Duck,"
09-443163366, 09-443163377, 09-443163388
", :Yangon Region ," :Bahan
",w4ursju
"3/4, Old Yae Tar Shae Rd., Infront Of Bahan Market,",Buddha Statue & Others,16.799564,96.154313,Toe,"
09-5106426, 09-5064646
", :Yangon Region ," :Bahan
",w4urs43
"197/1, Than Thu Mar Rd., Corner of Yin Mar St., Near South Okkalapa Pagoda, Ward (14/3),",Aluminium Frames & Furnitures,16.853505,96.184882,Top Star,"
09-5143159, 09-765143159
", :Yangon Region ," :South Okkalapa
",w4urusp
"45, G Flr, 28th St.,",Cosmetics,16.780058,96.155209,Shwe Bamar,"
09-777718100
", :Yangon Region ," :Pabedan
",w4urknd
"E-2, Underground, Man Myanmar Plaza,",Longyis,21.981121,96.077413,Nadi Oo,"
09-783134790, 09-444014938
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um439
"1A/68, Thiha Thu St., Mya Thidar Housing, Ward (11),",Medical Equipment,16.816474,96.190306,"MTB (Medi-Tech Biz Co., Ltd.)", :, :Yangon Region ," :South Okkalapa
",w4ursv7
"Bldg 11, G Flr, Yadanar Mon St., Ward (4),",Communication Equipment,16.837304,96.115905,Gold Mobile, :, :Yangon Region ," :Hlaing
",w4urg1j
"519, 5th St., Gyoh Gone (East) Ward,",Aluminium/Tin & Zinc Materials,16.886752,96.122283,MT,"
09-5020609, 01-3643036, 01-3641645
", :Yangon Region ," :Insein
",w5h2564
"247, Lower Kyee Myin Daing Rd.,",Plastic Materials & Products,16.787524,96.12936,Aung Cho Myanmar,"
01-229443, 01-2300474, 09-73070089
", :Yangon Region ," :Ahlone
",w4ure2p
"27/29, Maou Gone St., Corner of 135th St.,",Gold Shops/Goldsmiths,16.7953538,96.1742936,Aung Tharaphu,"
09-250641472, 09-5504913, 01-201117
", :Yangon Region ," :Tarmwe
",w4urs3x
"49, 3rd Flr, Min Nandar Rd.,",Cleaning & Maintenance Services,16.796291,96.19583,I Care Company Limited., :, :Yangon Region ," :Dawbon
",w4urscx
"K-52, G Flr, Yuzana Plaza, Between Entrance 8 & 9,",Thingans & Monk's Utensils,16.794498,96.174969,Kyal Tagon,"
 01-200747 Ext: 1100, 09-5007840
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs92
"111/A, Ngar Htat Kyee Pagoda Rd.,",Laundries,16.809365,96.165241,Shine Laundry Limited,"
01-545700, 09-8612273, 09-260700712
", :Yangon Region ," :Bahan
",w4ursk1
"32, 12 St., Between 77 St. and 78 St., Myauk Pyin Htar Wail Ward,",Gold Shops/Goldsmiths,22.004105,96.089396,Kyaw Thu Htun,"
02-4035367, 09-2016801
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um4td
"Rm B-4(10), Malikha Housing,",Gas [Manu] [Industrial/Medical],16.83898,96.19291,"Mandalay Stars Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4urucm
"83, 1st Flr, 50th St., Middle Block,",Plastic Machineries & Equipment,16.774252,96.169925,Win Theingi Ltd., :, :Yangon Region ," :Pazundaung
",w4urkms
"33, Ayeyar Waddy St.,",Traditional Medical Halls,16.788196,96.127558,Myat Yadanar,"
01-2300729, 01-2300734
", :Yangon Region ," :Ahlone
",w4ure2j
"29/Ka, Pan Wah St., Behind Sakura Residence,",Car Body Workshops,16.812694,96.140689,Than Naing & Brothers,"
09-5054188, 09-73132354, 09-254133255
", :Yangon Region ," :Kamayut
",w4uresx
"Ga Gyi-4/25, 64 St., Between Sein Pan St. and Aung Mingalar St.,",Tailors,21.929502,96.107564,Oukan,"
02-81871, 09-452452973
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukfbp
"Bldg 10, 5 Flr, MICT Park, University Campus,",Laboratory Equipment & Supplies,16.8496454,96.1270265,"SMP Co., Ltd.","
09-5178939, 09-421107282, 09-798040091, 09-798040092
", :Yangon Region ," :Hlaing
",w4urg7m
"179-180, B Shed, Thein Gyi Market,",Longyis,16.77,96.15,Mya Nilar,"
01-252707, 09-5502797
", :Yangon Region ," :Pabedan
",w4ur7uy
"824, Thu Mingalar Rd., Corner of Thiri Zeyar St., Ward (7),",Advertising Agencies,16.8483154,96.1787712,"PAM Co., Ltd.", :, :Yangon Region ," :South Okkalapa
",w4urue5
"Blk 64, 162, Inya St., Industrial Zone (2),",Soft Drinks/Juices & Beverages,16.778741,96.163138,"Star Diamond International Co., Ltd.","
01-592080, 01-592380, 09-977123201
", :Yangon Region ," :South Dagon
",w4urknr
"Kagyi/96, Gant Gaw Lane (2), Bayint Naung Warehouses,",Transportation Services,16.86506,96.104593,Aung (Rakhine State Transportation), :, :Yangon Region ," :Mayangone
",w4urfyj
"3,4,5, 1 Shed, Insein Market, Face Wing,",Electronic & Electrical Home Appliance,16.887338,96.101746,Ko Myint Soe & Family Electric,"
09-73157585, 09-5157782, 09-964157585, 09-974971482
", :Yangon Region ," :Insein
",w5h24f5
"B-5, Rm 1, Anawrahta Housing, Infront of Ice Berry, Hleden,",Photocopying & Duplicating Services,16.828535,96.130636,Lin Latt,"
09-73060893, 09-73240921, 09-799570188, 09-799570199
", :Yangon Region ," :Kamayut
",w4urex8
"8, Pannita St.,",Drums & Barrels,16.844238,96.125111,Ko Aung Tint+Ko Htay Nyein,"
01-530855, 09-443046694, 09-73046694, 09-5117354
", :Yangon Region ," :Hlaing
",w4urg6k
"93/2, G Flr, 49th St.,",Advertising Agencies,16.774972,96.170668,5 Pixels, :, :Yangon Region ," :Pazundaung
",w4urkmv
"7, 105th St., Phoh Myay Ward,",Advertising Agencies,16.7849,96.170405,Galaxy, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkrt
"22A/22B/ 22C/ 24A, Nat Mauk 1st Lane.,",Schools [Private],16.802892,96.167157,Skills Development Education Centre (SDEC)," :
", :Yangon Region ," :Bahan
",w4urs6f
"KTA-54, Mingalar St., FMI City,",Car & Truck Rentals,16.825517,96.140785,Taw Win Car Rental Services, :, :Yangon Region ," :Hlaing Thar Yar
",w4urewz
"Rm 303/B, 3rd Flr, Min Dhama Rd., Min Dhama Condo-B, Ward (3),",Real Estate Agents,16.867905,96.131655,"MK Land Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgw8
"2C/2, Nawaday Garden Housing,",Cement,16.87086,96.069225,"Snow Myanmar Co., Ltd.","
09-250363695, 09-979221110
", :Yangon Region ," :Hlaing Thar Yar
",w4urfp5
"172, Saya San Rd., Between Yankin Centre And Kyaikkansan Compound,",Curtains,16.834445,96.164981,Aung Maung Maung,"
09-5161199, 09-425331200, 09-73112049
", :Yangon Region ," :Bahan
",w4uru29
"995, Thu Mingalar Rd., Ward (16/1),",Car Body Workshops,16.835091,96.186183,Padamyar,"
01-577930, 09-420037802, 09-791953376
", :Yangon Region ," :Thingangyun
",w4urub8
"55-B, 1st Flr, Yae Kyaw St.,",Dentists & Dental Clinics,16.780747,96.171705,ORTHO-DENT,"
09-795889205, 09-43068360
", :Yangon Region ," :Pazundaung
",w4urkqy
"5, Aung Chan Thar 2nd St.,",Engineers [General],16.815241,96.172464,"Great Alliance Engineering Supply Co., Ltd.", :, :Yangon Region ," :Sanchaung
",w4ursmn
"133-B, Thiri Mingalar Lane., 8 Mile,",Engineering Process Control/Instrumentation & Automation,16.868436,96.14026,"STI Engineering Group Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgwz
"35/37/39, Rm 104, Baho Rd., Twin Centrol Condo,",Hotels,16.799973,96.130318,Belle Resort Chaung Tha Beach, :, :Yangon Region ," :Sanchaung
",w4ure6r
"C-6/54, 1st St., Kaba Aye Villa Residence, 8th Mile,",Export & Import Companies,16.870308,96.144289,"Barons & Fujikura EPC Co., Ltd."," :
", :Yangon Region ," :Mayangone
",w4urgz4
"Rm A, Bldg 44, Baho Rd., Corner of Maha Bawga St.,",Car Engine Oil & Lubricants,16.825604,96.124546,Shwe Kabar,"
09-8568662, 09-5055443, 09-5026481
", :Yangon Region ," :Kamayut
",w4urer5
"1072, 7th Zay St.,",Air Conditioning Equipment Sales & Repair,16.795837,96.212516,Sun Light, :, :Yangon Region ," :Thaketa
",w4urt3e
"8 / B, Aung Myay Thar Si St.,",Education Services,16.833784,96.127412,U Mya Kyaing ,"
01-500801
", :Yangon Region ," :Kamayut
",w4urg2m
"47, Anawrahta Rd.,",Hardware Merchants & Ironmongers,16.776259,96.17444,Myay Lat Thar,"
01-298114, 09-5104618, 09-5175898
", :Yangon Region ," :Pazundaung
",w4urkw0
"557/567, Rm 201, Merchant Rd., Corner of 35th St., MAC Tower,",Money Changers,16.771813,96.160536,"Ok Zwe Su Co., Ltd.", :, :Yangon Region ," :Kyauktada
",w4urkjj
"(HB 1~5) (HB 1~4), Aung Mingalar High-Way Bus Terminal, Gate Khan Thit Kwin,Between Pakoku St & Meikhtilar St,",Buses [Highway],16.981585,96.158879,Kisapa Express,"
09-250640478, 09-250640479, 09-250610629, 09-250830041
", :Yangon Region ," :Mingalardon
",w5h2s5k
"Blk 13, 800, Than Thu Mar Rd., Corner of Myittar Rd., Near 31 Bus Stop,",Air Conditioning Equipment Sales & Repair,16.849188,96.19216,New Life,"
09-421095297, 09-250662980
", :Yangon Region ," :South Okkalapa
",w4urugk
"101, G Flr, 123th St., Near Mingalar Market, Upper Block,",Kitchenwares,16.792664,96.171632,Pyone Pyone Family,"
01-8619128, 09-5189706
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs3n
"41/Sa Lone, 39 St., Between 71 St. and 72 St.,",Tourism Services,21.962498,96.096302,Zwe Myint Mo,"
09-2006261, 09-782006261
", :Mandalay Region ," :Maha Aung Myay
",w5ukfwp
"Rm 14, Bldg 363, West Yankin,",Photographers,16.829741,96.158276,Ko Oo,"
09-777455206, 09-254191223, 09-73126477
", :Yangon Region ," :Yankin
 ",w4urspu
"26, Gant Gaw St., Shwe Pauk Kan Industrial Zone,",Drinking Water [Manu/Dist],16.937236,96.174124,"M & E International Co., Ltd.","
09-765009820, 09-777738190, 09-777742188
", :Yangon Region ," :North Okkalapa
",w5h2k7r
"82, Than Lwin Rd., Windermere,",Generators & Transformers Sales/Services & Rental,16.814837,96.145496,Hein Lwin Enterprise, :, :Yangon Region ," :Bahan
",w4urev5
"32-A, Pyi Htaung Su St.,",Dentists & Dental Clinics,16.823745,96.157836,Aung , :, :Yangon Region ," :Bahan
",w4ursne
"84/B, Kaytumarlar 4th St, Ward (4),",Construction Services,16.858013,96.171337,"HTH Group Construction Co., Ltd.", :, :Yangon Region ," :South Okkalapa
",w4urukv
"58 St., Between 29 St. and 30 St.,",Mobile Phones & Accessories,21.975734,96.119528,Q Win,"
09-797233654, 09-258966456
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um528
"C/6/54, 1st St., Kaba Aye Villa Residence, 8th Mile,",Export & Import Companies,16.8703111,96.1422933,"Barons & Fujikura EPC Co., Ltd."," :
", :Yangon Region ," :Mayangone
",w4urgz0
"130-B, Min Ye Kyaw Swar 6th St., Ward (7),",Dyeing & Printing Textiles,16.854152,96.180827,Ye Min, :, :Yangon Region ," :South Okkalapa
",w4urush
"219, 1st Flr, 37th St., Right Side,",Press & Printers [Offset],16.777605,96.162403,Ninety Nine, :, :Yangon Region ," :Kyauktada
",w4urknr
"1040, Insein Rd., Infront Of Gyoh Gone,",Restaurants,16.869861,96.119382,Sky Restaurant,"
01-3642961, 01-3640964, 09-421029742
", :Yangon Region ," :Insein
",w4urgpp
"Rm 1002, Bldg 12/1, 10th Flr, Parami Rd., Parami Condo, Ward (16),",Tourism Services,16.855664,96.122521,"Myanmar Trielephant Travels & Tours Co., Ltd.", :, :Yangon Region ," :Hlaing
",w4urgk6
"113, Anawrahta Rd., Between 50th St. and 51st St.,",Photo Studios & Labs,16.776273,96.171021,Love for Love," :
", :Yangon Region ," :Pazundaung
",w4urkqj
"123, 34 St., Between 77 St. and 78 St.,",Air Conditioning Equipment Sales & Repair,21.970606,96.08725,"Asia Naing Enterprise Co.,Ltd","
02-4032816, 02-4031814
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfx8
"171/A, U Tun Nyo St., Industrial Zone (3),",Transportation Services,16.93909,96.088007,"U Myat Aung Transport Co., Ltd.", :, :Yangon Region ," :Shwe Pyi Thar
",w5h26e9
"646, Maha Bandoola Rd.,",Hotels,16.7748341,96.151083,Chit Sayar Hotel, :, :Yangon Region ," :Latha
",w4ur7vz
"19, Kintar St., Industrial Zone (3),",Machinery & Spare Parts Dealers,16.840212,96.224524,Perfect,"
09-43143551, 09-964143551
", :Yangon Region ," :South Dagon
",w4urv9s
"141, Ngu War St., Corner of Ahlone Rd.,",Tea Centres,16.787855,96.127211,Ahlone Tea House,"
09-765922814, 09-785411542
", :Yangon Region ," :Ahlone
",w4ure2j
"Rm 516, 5th Flr, Hledan Centre,",Photocopying & Duplicating Machines Sales & Repair,16.826168,96.129949,Fuji Xerox Asia Pacific Pte Ltd.," :
", :Yangon Region ," :Kamayut
",w4urerp
"C-002, Thitsar Rd., Thitsar Garden Housing,",Hotels,16.841721,96.174755,Emerald Sea Resort Hotel, :, :Yangon Region ," :South Okkalapa
",w4uru9b
"16/17, Industrial Zone (1), R-6 St,",Furniture Marts,16.940771,96.152173,Excellent Office Automation,"
09-252428855, 09-252428866
", :Yangon Region ," :Mingalardon
",w5h27gz
"Salone-44, Sein Pan St., Bayint Naung Warehouses,",Warehouses [Bean/Pulse],16.862793,96.104571,Linn Latt, :, :Yangon Region ," :Mayangone
",w4urfvv
"313, Level 4, Strand Rd., Corner of Thit Taw St.,",Electrical Goods Sales,16.7829619,96.1276841,Green City,"
09-960188505, 09-974409832
", :Yangon Region ," :Ahlone
",w4ur7rn
"33, G Flr, Pwal Sar Tan St., Nat Chaung Ward,",Air Conditioning Equipment Sales & Repair,16.808467,96.180663,Force , :, :Yangon Region ," :Tarmwe
",w4urseu
"721, Maha Bandoola Rd., Between 17th St & 18th St,",Gold Shops/Goldsmiths,16.774687,96.148307,Thein Hnag Thone Kaung,"
09-5670888, 09-49288855, 09-798882500
", :Yangon Region ," :Lanmadaw
",w4ur7vt
"117, Kyun Shwe Myaing 1st St., Thuwana/23 (Su Paung) Ward,",Cards [Identity & Others],16.8179815,96.1942292,ID Shop,"
09-781280074, 09-781280075, 09-761656336
", :Yangon Region ," :Thingangyun
",w4ursvw
"633/634, Nawarat 6th St., A Sint Myint (5) Ward,",Advertising Agencies,16.870906,96.063336,Milestone,"
09-5073770, 09-785073770
", :Yangon Region ," :Hlaing Thar Yar
",w4urczr
"278/2, Wun Saung Hmu St., Shwe Linban Industrial Zone,",Building Materials,16.804579,96.150753,"Lesso Myanmar Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4uregn
"316-322 (A-B), 4th Flr, Shwe Bon Tha St., Middle Block, Shwe Bon Thar Condo,",Medicine Shops [Wholesale],16.776287,96.155895,"Win Pharmacy Co., Ltd.", :, :Yangon Region ," :Pabedan
",w4urkn4
"187, Seik Kan Thar St., Middle Block,",Computers & Accessories,16.775205,96.163262,Iventure, :, :Yangon Region ," :Kyauktada
",w4urkjz
"135/137, 3rd Flr, 47th St., Ward (10),",Shipping Agents,16.775344,96.168649,"Ink Marine Co., Ltd.","
09-43040201, 09-43183687
", :Yangon Region ," :Botahtaung
",w4urkmg
"15/19, Zaw Gyi St.,",Hospitals [Private],16.781559,96.140054,Shwe La Min Hospital,"
01-2301949
", :Yangon Region ," :Lanmadaw
",w4ur7wz
"H-246, 51 St., Corner of Pan Khin St, Industrial Zone,",Iron Casting Services,21.884102,96.126948,Asia Myanmar ,"
09-2004017, 09-792004017
", :Mandalay Region ," :Pyigyi Tagon
",w5uk7rv
"677, Pyay Rd., 10 Mile, Saw Bwar Gyi Gone Ward,",Building Materials,16.889083,96.130066,Royal Lin, :, :Yangon Region ," :Insein
",w5h256x
"26/B, Kamar Kyi Rd., Yangon Thit Ward,",Stationery,16.823422,96.211263,Universe Educational Products, :, :Yangon Region ," :Thingangyun
",w4urtqd
"21/B, Naung Yoe St., Naung Yoe Housing,",Batteries & Accessories Sales,16.864555,96.101437,Innovation, :, :Yangon Region ," :Mayangone
",w4urfy4
"397, Shwe Bon Tha St., Upper Block,",Optical Goods,16.776645,96.155893,American Vision Professional Eye Care Center," :
", :Yangon Region ," :Pabedan
",w4urkn4
"396, 81 St., Between 30th Street & 31th Street,",Cement,16.824573,96.129607,AAA," :
", :Mandalay Region ," :Chan Mya Tharsi
",w4ureqz
"201, 1st Flr, Banyar Dala Rd.,",Dyeing & Printing Textiles,16.794393,96.175613,GP (Green Planet),"
09-259355858, 09-420088503
", :Yangon Region ," :Tarmwe
",w4urs92
"851/853, Rm 2, Bogyoke Aung San Rd.,",Marine Products,16.780024,96.137,EL AQUA SHOP, :, :Yangon Region ," :Lanmadaw
",w4ur7ws
"7, Yadanar Mon 1st St., Aye Yeik Mon Housing,",Foodstuffs,16.840295,96.11458,The Lunch Box, :, :Yangon Region ," :Hlaing
",w4urg1s
"142/C, Min Ye Kyaw Swar Rd.,",Hotels,16.782487,96.141441,The RGN City Lodge, :, :Yangon Region ," :Lanmadaw
",w4ur7z0
"95/105, Rm D/2, Min Ye Kyaw Swar Rd.,",Foodstuffs,16.782396,96.140707,Mingalar Bar, :, :Yangon Region ," :Lanmadaw
",w4ur7xp
"Rm 5, 10 Shed, Pearl 5th St., Sawbwargyi Gone Highway Buses Centre,",Doors & Shutters Sales,16.891282,96.121501,Sein Thiha,"
09-420065658, 09-780054006, 01-642122 Ext: 249
", :Yangon Region ," :Insein
",w5h256c
"187, 33rd St., Upper Block,",Press & Printers [Offset],16.77842,96.15954,Stars Empire, :, :Yangon Region ," :Kyauktada
",w4urknm
"10, Myoma St., Myo Ma (North) Ward,",Fitness Centres & Gyms,16.771854,96.170746,Cinderella,"
09-777700475, 09-777700476, 09-420287719
", :Yangon Region ," :Than Lyin
",w4urkmj
"203, Ta Pin Shwe Htee St., East Dagon Industrial Zone (2), Ward (144),",Wooden Products & Hardwood Shops,16.883848,96.252486,Pyae Sone,"
09-5129605, 09-795129605, 09-5091767
", :Yangon Region ," :South Dagon
",w5h2n38
"242, Upper Pazundaung Rd.,",Car Engine Oil & Lubricants,16.77459,96.160273,Dragon, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkjt
"47/49, Phone Gyee St., Middle Block,",Air Conditioning Equipment Sales & Repair,16.775133,96.144771,"VSK International Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7vf
"133, Maha Bandoola St., Ward (2),",Bottles [Empty],16.881799,96.058995,Ko Naing Gyi,"
09-421001176, 09-421001194, 09-799190511
", :Yangon Region ," :Hlaing Thar Yar
",w5h21ch
"3-B, Yangon-Insein Rd., Hledan, Power Condo,",Education Services,16.8280914,96.1302848,Star Fish Education,"
09-777264230, 09-799905715, 09-253179825
", :Yangon Region ," :Kamayut
",w4urerr
"K-42, Thiri Yadanar Retail/Wholesale Market Compound,",Paint & Varnish,16.926808,96.153272,"Trasco Trading Co., Ltd.", :, :Yangon Region ," :North Okkalapa
",w5h2k12
"Rm 603, Bldg 41, Sabei St., Bolein Aung Mingalar Ward,",Cosmetics,16.797477,96.176924,Attractive World, :, :Yangon Region ," :Tarmwe
",w4urs9c
"86 St., Between 19 St. and 20 St.,",Thingans & Monk's Utensils,21.992949,96.078975,Shwe La Pyae,"
09-782028201, 09-264928289
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um47d
"5, Shwe Hlaing St.,",Fire Extinguishers & Fire Fighting Equipment,16.810329,96.122154,Nittan & TOA, :, :Yangon Region ," :Kyeemyin Daing
",w4urek4
"Rm 323, Bldg 6, Marlar Nwe St., Kyaikkasan Housing,",Accountants & Auditors,16.813728,96.17297,Top Sein Win & Associate Consulting Limited, :, :Yangon Region ," :Tarmwe
",w4urskz
"12/D, Loot Latt Yae St.,",Plastic Materials & Products,16.331815,96.21302,"Yangon Strong Printing Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4ukvmh
"18, Pyi Htaung Su Rd., Ward (24),",Air Compressor Sales & Manufacturers,16.9197705,96.149938,FUSHENG, :, :Yangon Region ," :South Dagon
",w5h27bn
"233/Ka, G Flr, Upper Kyee Myin Daing Rd., Near Old Gate,",Thingans & Monk's Utensils,16.817403,96.123718,Thamar War Neik Sa,"
09-5165019, 09-965165019, 09-799645792
", :Yangon Region ," :Kyeemyin Daing
",w4ureme
"5, Upper Pazundaung Rd., Setsan,",Electrical Goods Sales,16.789122,96.18,OPPLE Lighting, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs8k
"47/49, Phone Gyee St., Middle Block,",Electronic Equipment Sales & Repair,16.775336,96.144862,"VSK International Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7vf
"92, Mya Malar St., Industrial Zone,",Toy Shops,16.307782,96.195591,Mahar Toys Universe,"
09-73045730, 09-73029633
", :Yangon Region ," :Thaketa
",w4ukubx
"51 St., Corner of Tapin Shwe Htee St., Industrial Zone(2),",Industrial Constructors/Equipment & Supplies,21.877147,96.12699,Myat Kyaw Industry,"
09-5147212, 09-785147212
", :Mandalay Region ," :Pyigyi Tagon
",w5uk7qt
"45, G Flr, 122th St., Yae Twin Gone Ward,",Foodstuffs,16.790511,96.17266,Zwe Yadanar, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs2w
"45 St., Between 82 St. and 83 St., Mahar Muni Pagoda North Bld,",Paint & Varnish,21.954304,96.078903,Mya Thida Kyal La Chan,"
02-4063175, 09-2003902
", :Mandalay Region ," :Maha Aung Myay
",w5ukfkd
"9/32, Bldg A, 26 St., Corner of 76 St.,",Machinery & Spare Parts Dealers,21.981225,96.090935,"SO FU TRADING CO.,LTD","
02-844209, 09-793123888
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um49e
